PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence 
245,2024-05-12,14:09:04.43,4,4,"Schrier, Alex",675477,Right,SAN_TOR,"Watanabe, Kody",1000123739,Left,SAN_DON,Undefined,7,Bottom,2,2,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.68064,1.761491,-3.525579,1974.560878,267.451734,3:00,4.14309,1.91599,6.38603,-32.64376,2.30587,21.59088,3.04668,0.46811,79.98557,-4.383737,0.377539,0.425493,,,,,,,,,,,,-12.29422,1.04102,-1.67049,50,4.25583,7.08074,-129.85481,2.92333,-20.49228,33.22675,-30.43884,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,dd567840-10a3-11ef-b6b4-396e40badfd3,88.58529,,,9.69506,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,21:09:04.43,2024-05-12T14:09:04.4390000-07:00,2024-05-12T21:09:04.4390000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,8c669f14-137d-4e35-b1ac-52a5723ec5fb,54.10968,-130.90216,16.61338,4.14856,3.8828,-15.21942,-1.90386,7.72668,-10.24614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
246,2024-05-12,14:09:37.47,4,5,"Schrier, Alex",675477,Right,SAN_TOR,"Watanabe, Kody",1000123739,Left,SAN_DON,Undefined,7,Bottom,2,2,2,Slider,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,81.98422,2.23914,-0.069402,2358.973597,78.11467,8:30,4.0762,2.19661,5.39563,-44.10203,-1.60784,-14.07032,2.5005,0.95905,74.79683,-5.825625,-2.571181,0.469176,,,,,,,,,,,,7.00008,-0.99587,-2.18041,50,4.24528,0.73689,-118.94246,3.06768,9.99318,23.55404,-33.59571,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,f10d5070-10a3-11ef-b6b4-396e40badfd3,80.33744,,,7.18738,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,21:09:37.47,2024-05-12T14:09:37.4740000-07:00,2024-05-12T21:09:37.4740000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,d5f0c861-c687-42b7-b7e5-a5ebb55fd272,55.10333,-119.94881,11.77702,4.08355,4.50306,-16.79785,-2.20278,0.30992,4.99659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0908,,,,,,,-3.64646,5.77625,1.26862,,,,-3.60879,53.55036,-3.05712,5.83128,16.01985,-15.18927,1.27052,28.42177,-0.60261,High,High,High,,,High,High,Medium
247,2024-05-12,14:12:12.71,1,1,"Pohorski, Quentin",824260,Right,SAN_DON,"Worthington, William",1000023357,Right,SAN_TOR,Undefined,8,Top,0,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.86151,0.336135,-2.221931,2230.738237,82.339082,8:45,6.10044,1.48678,5.76159,-48.62148,0.06012,-10.3402,2.36175,-1.44401,70.13108,-8.55479,-4.072931,0.502174,,,,,,,,,,,,4.67004,0.38752,-1.29634,50,6.09875,4.6491,-110.18954,-0.86333,5.75124,19.27465,-31.69682,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,4da47840-10a4-11ef-b6b4-396e40badfd3,75.05859,,,5.73043,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,21:12:12.71,2024-05-12T14:12:12.7140000-07:00,2024-05-12T21:12:12.7140000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,60f660e1-1401-4c94-ab02-278ef2f6939a,54.73865,-111.01535,9.63732,6.10664,0.49469,-15.84841,-1.49025,4.40269,2.87562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
248,2024-05-12,14:12:28.12,1,2,"Pohorski, Quentin",824260,Right,SAN_DON,"Worthington, William",1000023357,Right,SAN_TOR,Undefined,8,Top,0,0,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Single,0,0,,88.88982,-3.152317,-1.606319,2083.476907,201.691883,12:45,6.44705,0.92337,6.375,-15.7478,19.01111,7.11918,2.23038,0.03836,81.42576,-6.171267,-0.317097,0.424331,94.00315,16.096812,-13.290159,1014.414327,106.0819,22.32365,-29.09691,247.5098,247.5098,-18.087465,2.379079,-4.17855,11.15178,-0.81073,50,6.21194,3.3434,-129.03402,-7.51375,-7.04502,26.8422,-13.37209,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,56bccef0-10a4-11ef-b6b4-396e40badfd3,88.82795,22.99682,,7.46406,,,,1.75392,2.24832,-0.04541,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,21:12:28.12,2024-05-12T14:12:28.1200000-07:00,2024-05-12T21:12:28.1200000Z,LineDrive,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,c365ebdc-b2e3-43d4-9b38-266e656e8e0b,54.1242,-129.88912,13.4211,6.44452,-7.08776,-6.68605,-0.92082,3.56782,-3.52251,113.862414,1.75395,128.9175,-19.84313,4.45132,-1.0966,0.37899,-0.13931,0.0324,-0.0032,2.24828,38.22696,-19.01131,1.47033,-0.09424,-0.16695,0.11141,-0.03051,0.00323,-0.04538,-30.45233,-2.00107,0.96239,-0.45961,0.29684,-0.14124,0.03601,-0.00371,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
249,2024-05-12,14:13:08.21,2,1,"Pohorski, Quentin",824260,Right,SAN_DON,"Peraza, Angelo",813658,Right,SAN_TOR,Undefined,8,Top,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,77.03273,1.076271,0.16837,2348.512362,104.383485,9:30,6.04367,1.50989,6.02506,-42.31471,4.39835,-11.60611,3.51436,0.69865,70.81106,-6.759262,-1.921241,0.491916,,,,,,,,,,,,5.98768,2.43866,-1.51701,50,6.1051,0.09218,-111.96447,0.83889,7.61176,19.94207,-29.07393,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,6eb94010-10a4-11ef-b6b4-396e40badfd3,76.62381,,,6.22166,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,21:13:08.21,2024-05-12T14:13:08.2120000-07:00,2024-05-12T21:13:08.2120000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,3bcd0c8d-f11d-4fcf-9df4-c0e9beff95bd,54.47355,-112.75844,9.97104,6.04866,1.99643,-14.53697,-1.51465,-0.21087,3.80588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
250,2024-05-12,14:13:27.12,2,2,"Pohorski, Quentin",824260,Right,SAN_DON,"Peraza, Angelo",813658,Right,SAN_TOR,Undefined,8,Top,0,1,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,88.32028,-2.73293,-1.295425,2143.671104,197.416147,12:30,6.35759,1.02915,6.49153,-16.56737,18.32836,5.41288,2.46556,0.2908,81.1864,-5.902432,-0.312831,0.425165,72.59643,47.518275,146.659713,4372.692009,,,,,26.02408,,,-3.20555,10.69591,-0.94069,50,6.15839,2.7004,-128.3407,-6.55332,-5.36489,25.70534,-14.27301,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,7a14a8f0-10a4-11ef-b6b4-396e40badfd3,88.65367,29.14844,,7.13387,,,,1.72255,2.51806,-0.32574,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,21:13:27.12,2024-05-12T14:13:27.1220000-07:00,2024-05-12T21:13:27.1220000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,43c51213-9b76-4637-b90c-09ffdb43e34d,54.00835,-129.14103,12.85267,6.35551,-6.10893,-7.13651,-1.02736,2.86743,-2.68244,317.59157,1.72825,-60.26837,1.31856,,,,,,,2.53367,78.00346,-29.59534,,,,,,,-0.31226,39.06988,-12.50159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
251,2024-05-12,14:13:54.99,2,3,"Pohorski, Quentin",824260,Right,SAN_DON,"Peraza, Angelo",813658,Right,SAN_TOR,Undefined,8,Top,0,1,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.12444,0.635319,-1.421006,2018.167966,92.781295,9:00,6.17199,1.24765,6.00573,-44.02813,1.78287,-5.89445,3.09181,-0.56038,71.40873,-7.507234,-2.481685,0.487143,,,,,,,,,,,,2.59213,1.22028,-1.1329,50,6.19821,3.03275,-113.43991,-0.09485,3.35572,22.01608,-30.5943,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,8a88b230-10a4-11ef-b6b4-396e40badfd3,77.3745,,,6.7157,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,21:13:54.99,2024-05-12T14:13:54.9920000-07:00,2024-05-12T21:13:54.9920000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,2a758d69-a2c4-4a5d-b0f1-e12395ee34b0,54.49191,-114.30836,11.00804,6.17814,1.11198,-15.29715,-1.24992,2.90038,1.67786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
252,2024-05-12,14:14:14.36,2,4,"Pohorski, Quentin",824260,Right,SAN_DON,"Peraza, Angelo",813658,Right,SAN_TOR,Undefined,8,Top,0,1,2,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,78.47359,-0.335556,-0.349801,2355.132819,86.329349,9:00,6.2079,1.37573,5.81403,-45.0042,0.63472,-12.97398,2.14553,-0.0307,72.02986,-8.598338,-2.679609,0.486227,66.51026,49.596141,113.590819,4746.613745,,,,,18.95955,,,6.56252,0.82535,-1.33916,50,6.15356,1.17484,-114.00921,-2.09096,8.5876,22.09205,-31.09401,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,9627dad0-10a4-11ef-b6b4-396e40badfd3,77.52026,23.97044,,6.44373,,,,1.61514,2.16046,-0.0663,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,21:14:14.36,2024-05-12T14:14:14.3640000-07:00,2024-05-12T21:14:14.3640000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,50402047-a704-4751-8583-f0138d3e9004,54.68619,-114.91368,11.04603,6.2131,-0.81794,-15.54701,-1.38006,0.82325,4.2938,311.814809,1.61888,-25.45642,-2.57537,,,,,,,2.16677,74.02779,-24.97454,,,,,,,-0.05826,57.61842,-13.39238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
253,2024-05-12,14:14:42.52,2,5,"Pohorski, Quentin",824260,Right,SAN_DON,"Peraza, Angelo",813658,Right,SAN_TOR,Undefined,8,Top,0,1,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,77.23266,-2.062262,-3.261174,2240.079808,97.241864,9:15,6.01359,1.3805,6.07533,-43.5529,2.73512,-11.358,0.4721,-2.58676,72.13318,-10.005341,-5.304714,0.489672,,,,,,,,,,,,5.06205,2.33213,-1.12197,50,5.83046,6.77896,-112.12996,-5.33449,6.49149,18.89903,-29.18337,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,a8ae9770-10a4-11ef-b6b4-396e40badfd3,76.9748,,,5.09948,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,21:14:42.52,2024-05-12T14:14:42.5200000-07:00,2024-05-12T21:14:42.5200000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,74a776e4-c2b9-489c-8e00-e314854b137d,54.42585,-112.87346,9.44951,6.01774,-4.18641,-14.59168,-1.38363,6.52359,3.24574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
254,2024-05-12,14:15:08.52,2,6,"Pohorski, Quentin",824260,Right,SAN_DON,"Peraza, Angelo",813658,Right,SAN_TOR,Undefined,8,Top,0,2,2,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,88.99792,-3.004077,-1.501456,2067.021043,199.348907,12:45,6.38615,1.03638,6.44624,-15.91371,18.52548,6.13323,2.29636,0.16762,81.82356,-6.048681,-0.389183,0.422375,84.00635,50.688539,24.144127,4298.95331,93.51841,111.42747,57.91637,247.60998,148.70376,36.717415,5.530719,-3.62921,10.8441,-0.93264,50,6.16563,3.1556,-129.27614,-7.19715,-6.16546,25.97386,-13.75163,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,b65724a0-10a4-11ef-b6b4-396e40badfd3,89.23936,118.22312,,7.17435,,,,1.50433,2.41676,-0.16715,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,21:15:08.52,2024-05-12T14:15:08.5220000-07:00,2024-05-12T21:15:08.5220000Z,FlyBall,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,146ed663-e153-4c14-8857-9b51bd3696ba,54.05352,-130.08802,12.98693,6.38387,-6.7673,-6.87582,-1.03428,3.34831,-3.08273,201.464546,1.50436,71.20581,-20.79468,6.16437,-1.19481,0.11085,0.00731,-0.00255,0.00015,2.40754,95.50131,-23.93032,2.71493,-0.75011,0.2062,-0.03528,0.00305,-0.00011,-0.16524,31.89392,-1.06538,-0.3355,0.24919,-0.07923,0.01367,-0.0012,4E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
255,2024-05-12,14:15:51.12,3,1,"Pohorski, Quentin",824260,Right,SAN_DON,"Armas, Ariel",1000114054,Right,SAN_TOR,Undefined,8,Top,1,0,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,88.39804,-2.890321,-2.905825,2124.189677,203.950347,12:45,6.34769,1.06646,6.64159,-18.74977,15.85946,6.58516,2.13376,-1.04703,81.52805,-6.452471,-1.708737,0.423416,80.37336,37.906466,9.295202,,106.55831,70.26941,27.30065,274.37743,269.5024,20.208501,4.823472,-4.24855,9.44973,-0.87284,50,6.14439,6.27659,-128.36863,-6.98277,-7.13583,24.93652,-16.30236,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,cfb28980-10a4-11ef-b6b4-396e40badfd3,89.01988,79.992,,6.86999,,,,2.00526,2.30283,1.03119,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,21:15:51.12,2024-05-12T14:15:51.1260000-07:00,2024-05-12T21:15:51.1260000Z,FlyBall,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,1c93c5c3-a66a-44dd-99df-b85c2bc0d5f4,53.85864,-129.11602,12.46826,6.34635,-6.49415,-8.15118,-1.06417,6.49046,-3.56791,211.175707,2.01097,91.66339,-17.30226,3.15103,-0.00185,-0.22519,0.0649,-0.00757,0.00032,2.30125,72.44908,-19.0992,1.32808,-0.14703,-0.04082,0.02898,-0.0056,0.00036,1.03044,15.03758,3.7715,-1.46036,0.34875,-0.06724,0.01329,-0.00197,0.00012,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
256,2024-05-12,14:16:35.77,4,1,"Pohorski, Quentin",824260,Right,SAN_DON,"Christian, Jakob",814451,Right,SAN_TOR,Undefined,8,Top,2,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.8539,-3.517137,-0.600557,2065.308197,192.893031,12:30,6.40461,0.91961,6.26526,-15.56084,19.30336,4.16784,1.86094,0.71322,81.6044,-6.487778,0.153008,0.424973,,,,,,,,,,,,-2.31933,11.30221,-0.87706,50,6.13602,1.18443,-128.95494,-8.3296,-3.91754,26.0437,-13.08373,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,ea61e5a0-10a4-11ef-b6b4-396e40badfd3,88.69376,,,7.2495,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,21:16:35.77,2024-05-12T14:16:35.7740000-07:00,2024-05-12T21:16:35.7740000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,6e6012df-3fbc-4a0f-802a-c6de7136ab7b,54.23257,-129.80693,13.02185,6.40151,-7.90158,-6.54186,-0.9179,1.31259,-1.95877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
257,2024-05-12,14:16:55.18,4,2,"Pohorski, Quentin",824260,Right,SAN_DON,"Christian, Jakob",814451,Right,SAN_TOR,Undefined,8,Top,2,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.19943,-4.334942,-2.790418,2105.017343,184.191206,12:15,6.40814,0.96845,6.24823,-14.67284,19.37529,1.33953,1.17505,-1.49545,82.73521,-7.134678,-2.548831,0.41997,,,,,,,,,,,,-1.45102,11.54946,-0.7615,50,6.07735,6.30979,-130.59558,-10.28592,-2.51055,27.02986,-12.19131,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,f5faa5a0-10a4-11ef-b6b4-396e40badfd3,89.75037,,,7.46422,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,21:16:55.18,2024-05-12T14:16:55.1880000-07:00,2024-05-12T21:16:55.1880000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,651eb963-afda-4884-a5a4-cdddf5c01a50,54.24855,-131.47198,13.51493,6.40444,-9.89064,-6.09566,-0.9674,6.39119,-1.25528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
258,2024-05-12,14:17:16.83,4,3,"Pohorski, Quentin",824260,Right,SAN_DON,"Christian, Jakob",814451,Right,SAN_TOR,Undefined,8,Top,2,1,1,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Single,0,0,,89.37129,-2.503649,-1.544286,2082.825054,198.795369,12:45,6.34945,1.07354,6.68131,-17.76363,15.97017,5.09422,2.57676,0.08515,82.38722,-5.890994,-0.616255,0.418027,105.82675,8.197446,-32.989922,3755.363707,,,,134.5623,126.25283,-37.331119,1.008305,-3.11146,9.41607,-0.97235,50,6.17476,3.31745,-129.94784,-6.14683,-5.35326,25.65504,-15.97376,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,02c7ee00-10a5-11ef-b6b4-396e40badfd3,90.16754,7.3267,,6.98406,,,,2.3239,2.72252,-0.03398,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,21:17:16.83,2024-05-12T14:17:16.8330000-07:00,2024-05-12T21:17:16.8330000Z,LineDrive,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,6dc5303f-23bf-4c86-981c-147d53e22c85,53.81895,-130.69962,12.82752,6.34802,-5.67874,-7.98688,-1.07186,3.47432,-2.67663,69.293387,2.32391,128.85612,-30.15474,6.52147,-1.9728,1.91155,-2.22665,1.39258,-0.3463,2.72252,22.13067,-28.30592,4.53498,-1.29385,0.94829,-0.99302,0.60979,-0.15103,-0.03397,-83.64919,0.96833,2.40434,-1.28966,1.89141,-2.43831,1.58879,-0.40427,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
259,2024-05-12,14:18:03.15,5,1,"Pohorski, Quentin",824260,Right,SAN_DON,"Smith, Austin",801563,Left,SAN_TOR,Undefined,8,Top,2,0,0,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,87.86396,-2.780586,-1.322224,2084.632207,187.30468,12:15,6.34697,0.95007,6.53087,-19.27029,16.10036,1.91862,2.18772,-0.10318,80.49673,-6.447855,-0.973626,0.428048,87.9127,27.851625,10.712816,2897.877715,108.35027,52.23748,18.97733,338.03899,333.62056,7.769762,4.697791,-1.38457,9.59079,-0.85909,50,6.14534,2.87397,-127.61597,-6.71186,-2.28027,26.58663,-16.3787,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,1e668c20-10a5-11ef-b6b4-396e40badfd3,88.05648,68.53353,,7.36723,,,,1.71812,2.28506,0.10643,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,21:18:03.15,2024-05-12T14:18:03.1590000-07:00,2024-05-12T21:18:03.1590000Z,FlyBall,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,2f038638-b5c6-4a81-b248-695a346c55cd,53.96806,-128.43998,13.29332,6.3455,-6.20422,-8.18935,-0.94926,2.94464,-1.14013,174.890085,1.71962,111.98459,-19.17692,4.30633,-0.79522,0.13023,-0.02098,0.00275,-0.00017,2.2845,60.24342,-14.34401,0.13142,0.23916,-0.14777,0.04613,-0.00698,0.0004,0.10663,21.18798,-4.72215,0.84371,-0.12055,0.01732,-0.0039,0.00071,-5E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
260,2024-05-12,14:20:43.32,1,1,"Suspenzi, Nick",813678,Right,SAN_TOR,"Campagna, Michael",1000013092,Right,SAN_DON,Undefined,8,Bottom,0,0,0,Fastball,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,87.67109,-0.713688,-2.987688,1717.054618,210.828848,1:00,5.05039,1.6554,6.12651,-21.6723,13.92276,7.72418,2.58371,-0.4652,81.16846,-4.775796,-1.597763,0.429404,89.34587,57.530486,18.024316,4664.223913,,,,,89.59901,,,-4.73449,7.68725,-1.43087,50,4.9843,6.35084,-127.43453,-2.24811,-7.89203,22.8302,-19.35991,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,7ddc69e0-10a5-11ef-b6b4-396e40badfd3,87.77849,141.20374,,6.50262,,,,1.41681,2.7759,0.48283,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,21:20:43.32,2024-05-12T14:20:43.3230000-07:00,2024-05-12T21:20:43.3230000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,bb2235b3-0b95-4dd6-9e66-36e11d21a23f,54.37416,-128.21577,11.4151,5.04989,-1.58561,-9.67996,-1.65282,6.62091,-3.94601,192.707971,1.4168,66.89681,-24.06273,7.83391,-2.0676,0.48696,-0.0937,0.01155,-0.00059,2.7759,110.55594,-24.00152,1.71657,0.08469,-0.13297,0.04681,-0.00981,0.00101,0.48283,21.76751,-0.64645,-0.35779,0.20778,-0.07307,0.01941,-0.0035,0.0003,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
261,2024-05-12,14:21:30.55,2,1,"Suspenzi, Nick",813678,Right,SAN_TOR,"Pitts, Blake",1000222248,Left,SAN_DON,Undefined,8,Bottom,1,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,87.98423,-1.3913,-2.633389,1739.109629,234.349145,1:45,4.9641,1.80835,6.02464,-24.33584,11.54473,14.52875,1.64593,0.57841,80.64786,-5.943247,-0.020508,0.431123,,,,,,,,,,,,-8.1841,6.66591,-1.60996,50,4.84188,5.27943,-127.7382,-3.87813,-13.54506,25.89831,-21.14163,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,9a098c60-10a5-11ef-b6b4-396e40badfd3,87.42854,,,7.33638,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,21:21:30.55,2024-05-12T14:21:30.5540000-07:00,2024-05-12T21:21:30.5540000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,f616b4ea-9da4-43a1-8da5-6584173c9f27,54.47428,-128.64214,12.94916,4.96436,-3.14022,-10.57081,-1.80248,5.7522,-6.77253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
