PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence 
71,2024-05-12,12:41:46.53,1,3,"Shepardson, Blake",824245,Right,SAN_DON,"Smith, Austin",801563,Left,SAN_TOR,Undefined,3,Top,0,2,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,97.58433,-1.130509,-1.866242,2128.838915,236.791808,2:00,5.53349,2.4263,6.1021,-17.41832,11.69442,16.45446,3.03576,2.07097,89.08865,-4.422786,1.098488,0.388341,,,,,,,,,,,,-8.93567,6.62319,-2.2908,50,5.43729,3.85896,-141.74315,-3.37489,-18.16728,32.59369,-18.70832,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,ab5141b0-1097-11ef-a4e2-cf60cac7793a,97.06022,,,8.49568,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:41:46.53,2024-05-12T12:41:46.5350000-07:00,2024-05-12T19:41:46.5350000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,a8acf9c4-abe0-4674-a17e-7a949836ea29,54.39592,-142.75041,16.29684,5.53265,-2.79673,-9.35416,-2.41873,4.42039,-9.08364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
72,2024-05-12,12:42:05.70,1,4,"Shepardson, Blake",824245,Right,SAN_DON,"Smith, Austin",801563,Left,SAN_TOR,Undefined,3,Top,0,3,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,97.33088,-2.230186,-2.784211,2150.400236,221.269459,1:30,5.52641,2.13016,6.26581,-14.54709,14.54162,11.95694,2.25456,0.55763,89.03267,-5.007479,-0.625583,0.38818,,,,,,,,,,,,-6.93213,8.42741,-1.9293,50,5.35373,6.33757,-141.26019,-5.93901,-14.02922,31.70108,-15.11871,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,b6ab9920-1097-11ef-a4e2-cf60cac7793a,97.10031,,,8.29821,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:42:05.70,2024-05-12T12:42:05.7020000-07:00,2024-05-12T19:42:05.7020000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,f6814704-a5f6-4573-9e68-5f0a3c4b0c4c,54.23239,-142.20684,15.85054,5.52433,-5.48754,-7.55935,-2.12481,6.7565,-7.01461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
73,2024-05-12,12:42:17.29,1,5,"Shepardson, Blake",824245,Right,SAN_DON,"Smith, Austin",801563,Left,SAN_TOR,Undefined,3,Top,0,3,1,Fastball,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,97.22162,-4.058146,-5.040817,2098.9641,235.713083,1:45,5.42046,1.93151,6.39258,-18.95513,10.28949,13.72272,0.08765,-1.57318,89.14415,-7.617392,-2.566099,0.389219,,,,,,,,,,,,-8.49721,6.76429,-1.57436,50,5.11864,11.80138,-140.52906,-10.61892,-17.02902,31.19782,-18.61787,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,bda0e8c0-1097-11ef-a4e2-cf60cac7793a,96.84113,,,8.07747,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:42:17.29,2024-05-12T12:42:17.2980000-07:00,2024-05-12T19:42:17.2980000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,ac2e375f-33ca-4839-a188-23b43bbdf204,54.10635,-141.43774,15.59891,5.42003,-10.07665,-9.30894,-1.92532,12.29738,-8.51451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
74,2024-05-12,12:42:51.89,2,1,"Shepardson, Blake",824245,Right,SAN_DON,"Costello, Jack",694320,Right,SAN_TOR,Undefined,3,Top,0,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,98.54788,-2.312369,-3.399761,2229.567703,238.676411,2:00,5.54078,2.36684,6.27697,-16.98257,11.23568,17.08666,1.9892,0.65328,90.70076,-5.513689,-0.31544,0.382328,,,,,,,,,,,,-9.73095,6.69059,-2.12344,50,5.36127,7.74423,-143.06082,-6.34311,-20.32379,30.59715,-18.20023,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,d24220f0-1097-11ef-a4e2-cf60cac7793a,98.58658,,,7.84712,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:42:51.89,2024-05-12T12:42:51.8960000-07:00,2024-05-12T19:42:51.8960000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,315e9271-277c-4671-a75f-689776f2ed0c,54.22344,-143.96127,15.29857,5.54006,-5.80749,-9.10012,-2.36015,8.34235,-10.16189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
75,2024-05-12,12:43:06.06,2,2,"Shepardson, Blake",824245,Right,SAN_DON,"Costello, Jack",694320,Right,SAN_TOR,Undefined,3,Top,0,0,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,97.63466,-1.615683,-4.298249,2112.100396,227.792601,1:30,5.49413,2.38945,6.17833,-17.33847,11.73335,11.92635,2.5526,-0.5935,89.2563,-4.891066,-2.154431,0.388068,,,,,,,,,,,,-7.32122,6.78863,-2.0699,50,5.36279,10.10073,-141.51225,-4.56933,-14.87268,31.75129,-18.38337,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,daa9c540-1097-11ef-a4e2-cf60cac7793a,97.12847,,,8.37836,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:43:06.06,2024-05-12T12:43:06.0670000-07:00,2024-05-12T19:43:06.0670000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,0220aad8-dddc-4f43-95d6-97b82d2af705,54.32028,-142.4783,15.87564,5.4933,-4.01001,-9.19169,-2.3841,10.55324,-7.43634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
76,2024-05-12,12:43:20.77,2,3,"Shepardson, Blake",824245,Right,SAN_DON,"Costello, Jack",694320,Right,SAN_TOR,Undefined,3,Top,0,0,2,Slider,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,84.72017,1.313802,-0.300773,2772.158485,76.999831,8:30,5.41384,2.28271,6.02582,-42.20203,-3.30374,-19.71733,3.11401,0.36104,77.34684,-6.478275,-3.85006,0.448887,,,,,,,,,,,,9.96272,-1.63662,-2.24919,50,5.49434,1.4467,-123.09423,1.38232,15.17933,26.02586,-34.66764,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,e39c1d60-1097-11ef-a4e2-cf60cac7793a,83.96875,,,7.37333,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:43:20.77,2024-05-12T12:43:20.7780000-07:00,2024-05-12T19:43:20.7780000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,938ca27f-5143-432e-a3fd-8c0eac60a3d6,54.474,-124.03657,13.01293,5.42156,2.63755,-17.33382,-2.29162,0.89709,7.58967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
77,2024-05-12,12:44:19.82,3,1,"Shepardson, Blake",824245,Right,SAN_DON,"Gurevitch, Jack",813668,Left,SAN_TOR,Undefined,3,Top,1,0,0,Fastball,Sinker,InPlay,Undefined,GroundBall,Out,2,0,,97.69829,-2.939008,-3.334224,1989.758195,228.590616,1:30,5.3959,2.4501,6.28929,-16.94068,11.84544,12.44036,1.26878,0.41069,89.81882,-6.133205,-1.088282,0.386156,107.44068,3.783525,-6.685129,1435.759732,,,,98.72988,98.72988,-9.744598,0.681734,-7.39016,7.21181,-2.21041,50,5.17071,7.72795,-141.74129,-7.83471,-15.11177,30.83637,-17.42694,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,06ae89f0-1098-11ef-a4e2-cf60cac7793a,97.60935,2.72273,,7.87947,,,,1.52607,1.28858,-0.38292,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:44:19.82,2024-05-12T12:44:19.8200000-07:00,2024-05-12T19:44:19.8200000Z,GroundBall,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Campagna, Michael",1000013092,Right,SAN_DON,9e3d7c4f-531a-4e36-82ac-1ad8b6ee78bd,54.21141,-142.65456,15.41819,5.39511,-7.31859,-8.71347,-2.44591,8.17551,-7.55589,82.7233,1.57886,155.11964,-21.67313,,,,,,,1.31611,9.85073,-17.33623,,,,,,,-0.34482,-19.06844,-7.31735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
78,2024-05-12,12:46:34.88,1,1,"Smith, Austin",801563,Left,SAN_TOR,"Thomas, Matt",1000119613,Right,SAN_DON,Undefined,3,Bottom,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.75186,-1.656012,1.445219,2199.711032,139.908816,10:45,5.60218,-1.6106,5.71615,-20.61127,15.52485,-11.98642,2.341,-1.2629,80.2434,-5.548086,-0.699487,0.432656,,,,,,,,,,,,6.50138,8.77481,1.49706,50,5.45112,-2.71619,-128.65124,-4.36849,10.7652,29.6834,-17.64436,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,57321c70-1098-11ef-a4e2-cf60cac7793a,87.11882,,,8.50846,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:46:34.88,2024-05-12T12:46:34.8890000-07:00,2024-05-12T19:46:34.8890000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,e4484383-26f1-4148-bc65-0b488466cded,54.77932,-129.74927,14.8417,5.60065,-3.71579,-8.82218,1.60491,-3.11441,5.3826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
79,2024-05-12,12:46:45.88,1,2,"Smith, Austin",801563,Left,SAN_TOR,"Thomas, Matt",1000119613,Right,SAN_DON,Undefined,3,Bottom,0,1,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.6122,0.970842,1.49281,2495.492807,346.126053,5:30,5.38364,-1.83359,5.35639,-62.84106,-12.61225,3.52264,1.05777,-0.13972,69.38292,-10.401062,2.120588,0.510091,,,,,,,,,,,,-1.3126,-6.14154,1.69678,50,5.42595,-2.99448,-109.73682,-0.26974,-1.58512,21.16894,-39.59072,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,5dc94680-1098-11ef-a4e2-cf60cac7793a,73.89353,,,6.22928,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:46:45.88,2024-05-12T12:46:45.8860000-07:00,2024-05-12T19:46:45.8860000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,e6337dd5-932a-4d03-ba81-2fedd8145034,55.14555,-110.72498,10.58447,5.39541,1.57834,-19.79536,1.83483,-2.92049,-0.79256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
80,2024-05-12,12:46:59.18,1,3,"Smith, Austin",801563,Left,SAN_TOR,"Thomas, Matt",1000119613,Right,SAN_DON,Undefined,3,Bottom,0,2,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.80108,2.487523,1.512322,2548.045132,333.410202,5:00,5.35892,-1.84686,5.47132,-59.1185,-9.93378,5.68634,2.76253,0.0426,70.03833,-8.244789,2.525219,0.504762,,,,,,,,,,,,-2.45949,-5.195,1.70996,50,5.53721,-3.12165,-110.08158,2.80829,-3.03198,18.69219,-38.57825,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,65c83df0-1098-11ef-a4e2-cf60cac7793a,74.67371,,,5.76275,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:46:59.18,2024-05-12T12:46:59.1830000-07:00,2024-05-12T19:46:59.1830000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,302b2c28-fa18-4755-9948-1083672b2560,55.03133,-110.93262,9.3461,5.36936,4.56473,-19.28912,1.84894,-2.98361,-1.51599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
81,2024-05-12,12:47:11.78,1,4,"Smith, Austin",801563,Left,SAN_TOR,"Thomas, Matt",1000119613,Right,SAN_DON,Undefined,3,Bottom,0,2,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,89.44838,-2.1098,2.388336,2239.807988,141.102515,10:45,5.59589,-1.40233,5.78361,-19.09788,16.39702,-12.21245,2.03891,-0.19671,80.93522,-5.729139,0.202214,0.4288,69.39744,-26.929502,31.607388,,,,,5.6952,5.6952,24.185753,0.044765,6.99355,9.39111,1.2129,50,5.41051,-4.88292,-129.62142,-5.36784,11.76042,30.02799,-16.38187,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,6d2b1c70-1098-11ef-a4e2-cf60cac7793a,87.90221,2.06979,,8.51315,,,,1.72513,2.06979,0.19783,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:47:11.78,2024-05-12T12:47:11.7860000-07:00,2024-05-12T19:47:11.7860000Z,GroundBall,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,47196fe3-9f6e-425e-afc4-952c3ac6df9b,54.71412,-130.70892,15.01399,5.59417,-4.77455,-8.19093,1.39746,-5.30884,5.88021,,1.72344,77.51972,,,,,,,,2.0708,-46.23703,,,,,,,,0.19679,47.70423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
82,2024-05-12,12:47:44.27,2,1,"Smith, Austin",801563,Left,SAN_TOR,"Schweizer, Logan",824235,Right,SAN_DON,Undefined,3,Bottom,1,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.50372,2.534848,0.047963,2523.018954,346.487519,5:30,5.29946,-1.99704,5.56403,-62.7837,-12.92532,3.49087,2.43709,-1.66133,69.14236,-8.900143,0.671695,0.508207,,,,,,,,,,,,-1.74201,-6.73536,1.99058,50,5.4771,-0.22401,-109.59768,2.76807,-2.10571,20.48844,-40.31561,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,809422c0-1098-11ef-a4e2-cf60cac7793a,74.16754,,,6.36136,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:47:44.27,2024-05-12T12:47:44.2740000-07:00,2024-05-12T19:47:44.2740000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,fe8aa3b0-bc8e-46b1-ad80-17c6cabaea18,54.93803,-110.51696,10.24422,5.31232,4.57695,-20.15781,1.99851,-0.12953,-1.05286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
83,2024-05-12,12:47:55.62,2,2,"Smith, Austin",801563,Left,SAN_TOR,"Schweizer, Logan",824235,Right,SAN_DON,Undefined,3,Bottom,1,1,0,ChangeUp,Changeup,InPlay,Undefined,FlyBall,Out,1,0,,80.83407,0.458672,2.051299,1507.342681,117.212433,10:00,5.3967,-1.81115,6.2689,-34.04309,7.89422,-12.9139,2.9829,-0.99541,74.35602,-5.894826,-0.282758,0.466092,83.41912,31.11456,7.897224,3131.695583,,,,,106.72337,,,7.29733,4.34595,1.66565,50,5.4139,-3.75097,-117.52835,-0.04859,10.24714,21.44983,-26.07134,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,874a6d90-1098-11ef-a4e2-cf60cac7793a,80.86911,56.54751,,6.47805,,,,2.06761,3.14048,0.99426,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:47:55.62,2024-05-12T12:47:55.6220000-07:00,2024-05-12T19:47:55.6220000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,fa26de1d-b8aa-424e-83f0-1f1a66729db2,54.23151,-118.29811,10.72492,5.39886,0.88703,-13.03567,1.80686,-4.11871,5.12357,202.023056,2.06761,103.75335,-20.78107,5.4647,-1.18776,0.20963,-0.01277,-0.00944,0.00268,3.14048,63.22285,-16.01246,0.03725,0.24652,-0.06949,-0.01074,0.01437,-0.00334,0.99426,14.39184,2.25922,-0.32642,0.01669,0.00481,0.00018,-0.00095,0.00025,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
84,2024-05-12,12:48:25.30,3,1,"Smith, Austin",801563,Left,SAN_TOR,"Fung, Matt",1000039279,Left,SAN_DON,Undefined,3,Bottom,2,0,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.55454,-0.735084,3.279062,1517.057842,120.622928,10:00,5.27119,-1.87254,6.40447,-34.78325,7.42587,-10.33225,1.69551,0.28495,74.05608,-7.226616,1.408734,0.4676,,,,,,,,,,,,6.27922,4.49311,1.64189,50,5.20268,-6.33353,-116.97142,-2.49605,8.71344,21.73746,-25.93912,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,98fdfbb0-1098-11ef-a4e2-cf60cac7793a,80.60827,,,6.49846,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:48:25.30,2024-05-12T12:48:25.3060000-07:00,2024-05-12T19:48:25.3060000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,3a29b9a6-62ab-4fa6-b491-aaf4f35f1e89,54.09428,-117.72982,10.86873,5.27398,-1.59106,-12.96956,1.86816,-6.63753,4.35672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
85,2024-05-12,12:48:35.65,3,2,"Smith, Austin",801563,Left,SAN_TOR,"Fung, Matt",1000039279,Left,SAN_DON,Undefined,3,Bottom,2,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.64366,-2.406723,3.550883,2301.100496,155.10874,11:15,5.61095,-1.48014,5.81472,-13.75465,20.82257,-9.09119,2.22127,1.0682,81.95948,-5.069781,1.926372,0.42322,,,,,,,,,,,,5.70099,11.69453,1.19433,50,5.40531,-7.7371,-131.17659,-5.88258,9.83609,30.2887,-11.9971,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,9f280c10-1098-11ef-a4e2-cf60cac7793a,89.06104,,,8.68418,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:48:35.65,2024-05-12T12:48:35.6500000-07:00,2024-05-12T19:48:35.6500000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,163097e9-9b91-45ee-b639-6d0502c421ce,54.68128,-132.25308,15.14435,5.6068,-5.45619,-5.99855,1.47552,-8.08669,4.91804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
86,2024-05-12,12:48:45.85,3,3,"Smith, Austin",801563,Left,SAN_TOR,"Fung, Matt",1000039279,Left,SAN_DON,Undefined,3,Bottom,2,1,1,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.08854,1.298551,2.37578,2598.924825,343.235923,5:30,5.35583,-1.82316,5.54757,-60.22267,-12.79879,4.26685,1.55201,0.75383,71.49059,-9.607906,3.137444,0.495644,,,,,,,,,,,,-1.52665,-6.42437,1.61451,50,5.42805,-4.80714,-112.00057,0.51632,-1.9461,19.55338,-40.36351,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,a542da30-1098-11ef-a4e2-cf60cac7793a,76.04739,,,5.59795,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:48:45.85,2024-05-12T12:48:45.8560000-07:00,2024-05-12T19:48:45.8560000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,07f43e45-c0b9-4763-8f9a-8317e0a64818,54.95617,-112.86252,9.77669,5.36607,2.29561,-20.18176,1.82452,-4.72136,-0.97305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
87,2024-05-12,12:48:55.87,3,4,"Smith, Austin",801563,Left,SAN_TOR,"Fung, Matt",1000039279,Left,SAN_DON,Undefined,3,Bottom,2,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.85911,-3.798532,3.124106,2290.02129,144.319969,10:45,5.46803,-1.51117,5.88926,-17.74178,17.31903,-11.55292,0.45208,0.42977,81.65281,-7.158672,1.053554,0.426169,,,,,,,,,,,,6.85315,10.37233,1.26584,50,5.15092,-6.60214,-129.99726,-9.17086,11.63504,29.25314,-14.56424,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,ab2e33e0-1098-11ef-a4e2-cf60cac7793a,88.44474,,,8.2063,,,,,,,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:48:55.87,2024-05-12T12:48:55.8790000-07:00,2024-05-12T19:48:55.8790000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,917b30a4-311c-4d9f-83c3-4ece7621af2c,54.6083,-131.03016,14.62657,5.46565,-8.65661,-7.28212,1.50621,-7.01296,5.81752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
88,2024-05-12,12:49:08.91,3,5,"Smith, Austin",801563,Left,SAN_TOR,"Fung, Matt",1000039279,Left,SAN_DON,Undefined,3,Bottom,2,2,2,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,81.76648,0.175047,3.030511,1511.354184,117.059573,10:00,5.36853,-1.87777,6.31158,-33.26644,7.80252,-12.79619,2.75781,-0.14994,75.02295,-6.041253,0.718348,0.461241,63.73318,62.071947,-154.431762,4483.26492,,,,,23.13276,,,7.53398,4.37559,1.66178,50,5.36534,-5.83174,-118.78211,-0.60523,10.77961,22.43891,-25.91345,SAN_DON,SAN_TOR,BenedettiDiamond,D1,WCC,20240512-BenedettiDiamond-1,b2fe2c10-1098-11ef-a4e2-cf60cac7793a,81.71957,40.8561,,6.74354,,,,1.96642,2.89095,0.16063,59fa8f84-694c-4bc2-b77d-5a9263a18a4b,2024-05-12,19:49:08.91,2024-05-12T12:49:08.9150000-07:00,2024-05-12T19:49:08.9150000Z,,v3,471434,5320,12 May 2024 15:00-sandiego@sanfran,"Armas, Ariel",1000114054,Right,SAN_TOR,23fecac4-74c4-4770-bb06-f506b4b95f6c,54.18876,-119.57078,11.21946,5.3706,0.30556,-12.95672,1.87341,-6.21062,5.38981,14.84412,1.96642,-39.49287,-2.65897,2.26558,-0.68946,0.0504,0.22745,-0.25947,0.10825,2.89095,82.58878,-30.56927,4.2375,-0.84943,0.06437,0.1383,-0.15782,0.06542,0.16063,-18.89493,4.03636,-0.17005,-0.07797,0.02237,0.03254,-0.04169,0.01789,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
